,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
5909,0.425,0.649,7,-8.217,1,0.0625,0.0919,0.000151,0.122,0.587,114.297,audio_features,4ehjV3FF2eehHdt91Bx2LX,spotify:track:4ehjV3FF2eehHdt91Bx2LX,https://api.spotify.com/v1/tracks/4ehjV3FF2eehHdt91Bx2LX,https://api.spotify.com/v1/audio-analysis/4ehjV3FF2eehHdt91Bx2LX,216507,4
5910,0.591,0.94,11,-4.341,1,0.0522,0.00391,0.0,0.383,0.676,100.043,audio_features,44Ljlpy44mHvLJxcYUvTK0,spotify:track:44Ljlpy44mHvLJxcYUvTK0,https://api.spotify.com/v1/tracks/44Ljlpy44mHvLJxcYUvTK0,https://api.spotify.com/v1/audio-analysis/44Ljlpy44mHvLJxcYUvTK0,224640,4
5911,0.403,0.971,2,-4.159,1,0.112,1.35e-05,2.22e-05,0.488,0.184,148.324,audio_features,0wIFAHbaUucA8mog7Y2IDD,spotify:track:0wIFAHbaUucA8mog7Y2IDD,https://api.spotify.com/v1/tracks/0wIFAHbaUucA8mog7Y2IDD,https://api.spotify.com/v1/audio-analysis/0wIFAHbaUucA8mog7Y2IDD,206987,4
5912,0.584,0.848,4,-6.541,1,0.0675,0.0137,4.31e-06,0.535,0.654,120.011,audio_features,6IGmJY5zrTC4HF31CP2Dhj,spotify:track:6IGmJY5zrTC4HF31CP2Dhj,https://api.spotify.com/v1/tracks/6IGmJY5zrTC4HF31CP2Dhj,https://api.spotify.com/v1/audio-analysis/6IGmJY5zrTC4HF31CP2Dhj,167720,4
5913,0.389,0.446,4,-16.514,1,0.0388,0.891,0.968,0.0951,0.0424,99.212,audio_features,2hWo08miXIpr0QphDeTTiV,spotify:track:2hWo08miXIpr0QphDeTTiV,https://api.spotify.com/v1/tracks/2hWo08miXIpr0QphDeTTiV,https://api.spotify.com/v1/audio-analysis/2hWo08miXIpr0QphDeTTiV,74733,4
5914,0.702,0.831,2,-4.987,1,0.0274,0.00791,0.000666,0.0844,0.889,118.445,audio_features,3srofwWlFzNqgSmRI9YbFY,spotify:track:3srofwWlFzNqgSmRI9YbFY,https://api.spotify.com/v1/tracks/3srofwWlFzNqgSmRI9YbFY,https://api.spotify.com/v1/audio-analysis/3srofwWlFzNqgSmRI9YbFY,202293,4
5915,0.586,0.954,2,-5.293,1,0.0492,0.00298,0.000132,0.723,0.84,107.087,audio_features,36YLqJHsNHHODwX5gDPEBb,spotify:track:36YLqJHsNHHODwX5gDPEBb,https://api.spotify.com/v1/tracks/36YLqJHsNHHODwX5gDPEBb,https://api.spotify.com/v1/audio-analysis/36YLqJHsNHHODwX5gDPEBb,239853,4
5916,0.62,0.694,4,-6.829,1,0.0293,0.000325,1.89e-05,0.331,0.35,99.799,audio_features,6BkUBVHoGXjOF3bpBkQ4aP,spotify:track:6BkUBVHoGXjOF3bpBkQ4aP,https://api.spotify.com/v1/tracks/6BkUBVHoGXjOF3bpBkQ4aP,https://api.spotify.com/v1/audio-analysis/6BkUBVHoGXjOF3bpBkQ4aP,254493,4
5917,0.655,0.909,11,-5.038,1,0.0533,0.00548,0.000751,0.45,0.884,108.034,audio_features,6d8jFIWMRwhVYe7SCQwlqL,spotify:track:6d8jFIWMRwhVYe7SCQwlqL,https://api.spotify.com/v1/tracks/6d8jFIWMRwhVYe7SCQwlqL,https://api.spotify.com/v1/audio-analysis/6d8jFIWMRwhVYe7SCQwlqL,254600,4
5918,0.0814,0.263,6,-19.491,1,0.0397,0.933,0.888,0.0784,0.096,175.824,audio_features,4OAYpdjDwCpUIFxIpmrDSE,spotify:track:4OAYpdjDwCpUIFxIpmrDSE,https://api.spotify.com/v1/tracks/4OAYpdjDwCpUIFxIpmrDSE,https://api.spotify.com/v1/audio-analysis/4OAYpdjDwCpUIFxIpmrDSE,79560,4
5919,0.621,0.857,0,-4.749,1,0.0362,0.00406,0.0,0.0978,0.242,116.968,audio_features,4XVaKcjTMKPY1z5x9fCBbp,spotify:track:4XVaKcjTMKPY1z5x9fCBbp,https://api.spotify.com/v1/tracks/4XVaKcjTMKPY1z5x9fCBbp,https://api.spotify.com/v1/audio-analysis/4XVaKcjTMKPY1z5x9fCBbp,239227,4
5920,0.708,0.535,1,-10.252,1,0.0602,0.571,0.0181,0.0844,0.168,97.009,audio_features,016jIui162qwzuYcIJzXat,spotify:track:016jIui162qwzuYcIJzXat,https://api.spotify.com/v1/tracks/016jIui162qwzuYcIJzXat,https://api.spotify.com/v1/audio-analysis/016jIui162qwzuYcIJzXat,206720,4
5921,0.481,0.85,0,-7.124,1,0.0599,0.056,0.000198,0.066,0.447,99.099,audio_features,6tKBCvbaUoBRPk5kHH836j,spotify:track:6tKBCvbaUoBRPk5kHH836j,https://api.spotify.com/v1/tracks/6tKBCvbaUoBRPk5kHH836j,https://api.spotify.com/v1/audio-analysis/6tKBCvbaUoBRPk5kHH836j,221373,4
5922,0.372,0.0326,11,-19.2,1,0.0535,0.916,0.00295,0.0991,0.121,112.59,audio_features,5vTRduHPw2BumSJTcaNm2E,spotify:track:5vTRduHPw2BumSJTcaNm2E,https://api.spotify.com/v1/tracks/5vTRduHPw2BumSJTcaNm2E,https://api.spotify.com/v1/audio-analysis/5vTRduHPw2BumSJTcaNm2E,174253,5
5923,0.245,0.412,2,-14.227,1,0.0435,0.00113,0.472,0.218,0.0508,108.273,audio_features,1fdewEr6ero0jrmRaMHEzs,spotify:track:1fdewEr6ero0jrmRaMHEzs,https://api.spotify.com/v1/tracks/1fdewEr6ero0jrmRaMHEzs,https://api.spotify.com/v1/audio-analysis/1fdewEr6ero0jrmRaMHEzs,79907,4
5924,0.485,0.96,5,-4.882,1,0.0839,8.66e-05,0.000674,0.108,0.693,94.978,audio_features,6gYq2bWE7mZYhoQeibljRY,spotify:track:6gYq2bWE7mZYhoQeibljRY,https://api.spotify.com/v1/tracks/6gYq2bWE7mZYhoQeibljRY,https://api.spotify.com/v1/audio-analysis/6gYq2bWE7mZYhoQeibljRY,206893,4
5925,0.425,0.649,7,-8.217,1,0.0625,0.0919,0.000151,0.122,0.587,114.297,audio_features,0BJfAvvTMgzOGfddaaBIfW,spotify:track:0BJfAvvTMgzOGfddaaBIfW,https://api.spotify.com/v1/tracks/0BJfAvvTMgzOGfddaaBIfW,https://api.spotify.com/v1/audio-analysis/0BJfAvvTMgzOGfddaaBIfW,216507,4
