,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.397,0.807,7,-6.103,1,0.17,0.0369,0.000352,0.0913,0.457,127.399,audio_features,3j4EVRNDtitK8ut5xQOLUX,spotify:track:3j4EVRNDtitK8ut5xQOLUX,https://api.spotify.com/v1/tracks/3j4EVRNDtitK8ut5xQOLUX,https://api.spotify.com/v1/audio-analysis/3j4EVRNDtitK8ut5xQOLUX,107855,4
1,0.786,0.703,1,-4.631,1,0.05,0.00711,4.7e-06,0.141,0.164,130.008,audio_features,18R9snL5KpHxLojs2afL4U,spotify:track:18R9snL5KpHxLojs2afL4U,https://api.spotify.com/v1/tracks/18R9snL5KpHxLojs2afL4U,https://api.spotify.com/v1/audio-analysis/18R9snL5KpHxLojs2afL4U,221578,4
2,0.28,0.923,11,-4.308,0,0.279,0.00037,0.0309,0.236,0.33,170.744,audio_features,1GiDL4hjzKr1Rtvc0d567E,spotify:track:1GiDL4hjzKr1Rtvc0d567E,https://api.spotify.com/v1/tracks/1GiDL4hjzKr1Rtvc0d567E,https://api.spotify.com/v1/audio-analysis/1GiDL4hjzKr1Rtvc0d567E,242959,4
3,0.738,0.804,1,-5.339,1,0.0759,0.0345,0.8,0.128,0.305,142.036,audio_features,2BRCKNJHu8EuAJ44PrDKmF,spotify:track:2BRCKNJHu8EuAJ44PrDKmF,https://api.spotify.com/v1/tracks/2BRCKNJHu8EuAJ44PrDKmF,https://api.spotify.com/v1/audio-analysis/2BRCKNJHu8EuAJ44PrDKmF,189185,4
4,0.837,0.863,0,-3.314,1,0.241,0.0575,0.0836,0.222,0.9,128.043,audio_features,4A3jy7V4jse94KGSKOw9Qs,spotify:track:4A3jy7V4jse94KGSKOw9Qs,https://api.spotify.com/v1/tracks/4A3jy7V4jse94KGSKOw9Qs,https://api.spotify.com/v1/audio-analysis/4A3jy7V4jse94KGSKOw9Qs,247633,4
5,0.555,0.949,0,-4.366,1,0.0378,0.233,0.298,0.196,0.322,110.986,audio_features,2BEHK5P8QvZ1LoxRs4yTAz,spotify:track:2BEHK5P8QvZ1LoxRs4yTAz,https://api.spotify.com/v1/tracks/2BEHK5P8QvZ1LoxRs4yTAz,https://api.spotify.com/v1/audio-analysis/2BEHK5P8QvZ1LoxRs4yTAz,320353,4
6,0.789,0.82,11,-5.32,0,0.0536,0.00341,0.859,0.126,0.228,129.991,audio_features,0nH3YV01ExoSKXzZKW5OjZ,spotify:track:0nH3YV01ExoSKXzZKW5OjZ,https://api.spotify.com/v1/tracks/0nH3YV01ExoSKXzZKW5OjZ,https://api.spotify.com/v1/audio-analysis/0nH3YV01ExoSKXzZKW5OjZ,213460,4
7,0.515,0.817,10,-5.297,0,0.0361,0.000605,0.083,0.115,0.408,139.961,audio_features,3bkFfCVNKitj9LsWssxYib,spotify:track:3bkFfCVNKitj9LsWssxYib,https://api.spotify.com/v1/tracks/3bkFfCVNKitj9LsWssxYib,https://api.spotify.com/v1/audio-analysis/3bkFfCVNKitj9LsWssxYib,194579,4
8,0.691,0.793,7,-4.715,1,0.402,0.00895,3.42e-06,0.24,0.27,132.016,audio_features,7xVyTP73V26m6oFB2dRu2O,spotify:track:7xVyTP73V26m6oFB2dRu2O,https://api.spotify.com/v1/tracks/7xVyTP73V26m6oFB2dRu2O,https://api.spotify.com/v1/audio-analysis/7xVyTP73V26m6oFB2dRu2O,258763,4
9,0.341,0.905,9,-6.682,1,0.143,0.0145,0.878,0.379,0.2,140.032,audio_features,64cmF9YLuJSBT5avbx0vrg,spotify:track:64cmF9YLuJSBT5avbx0vrg,https://api.spotify.com/v1/tracks/64cmF9YLuJSBT5avbx0vrg,https://api.spotify.com/v1/audio-analysis/64cmF9YLuJSBT5avbx0vrg,313880,4
