,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.466,0.39,5,-13.171,0,0.0605,0.0181,0.568,0.123,0.0785,104.906,audio_features,3c4zD9SsG6DjVBefjMIZnY,spotify:track:3c4zD9SsG6DjVBefjMIZnY,https://api.spotify.com/v1/tracks/3c4zD9SsG6DjVBefjMIZnY,https://api.spotify.com/v1/audio-analysis/3c4zD9SsG6DjVBefjMIZnY,253714,3
1,0.75,0.56,5,-8.99,0,0.0313,0.0258,0.891,0.113,0.203,124.037,audio_features,4G3qY8rJC9C4BjKpzwsZN3,spotify:track:4G3qY8rJC9C4BjKpzwsZN3,https://api.spotify.com/v1/tracks/4G3qY8rJC9C4BjKpzwsZN3,https://api.spotify.com/v1/audio-analysis/4G3qY8rJC9C4BjKpzwsZN3,249919,4
2,0.546,0.627,2,-7.11,1,0.065,0.0231,1.01e-06,0.253,0.171,89.978,audio_features,4Om7wjJCpbHSozLeUDavHO,spotify:track:4Om7wjJCpbHSozLeUDavHO,https://api.spotify.com/v1/tracks/4Om7wjJCpbHSozLeUDavHO,https://api.spotify.com/v1/audio-analysis/4Om7wjJCpbHSozLeUDavHO,218667,4
3,0.563,0.693,7,-8.465,0,0.0368,0.00274,0.725,0.0472,0.0805,85.016,audio_features,6KJMyJlh0sj2d2oC4IYkCP,spotify:track:6KJMyJlh0sj2d2oC4IYkCP,https://api.spotify.com/v1/tracks/6KJMyJlh0sj2d2oC4IYkCP,https://api.spotify.com/v1/audio-analysis/6KJMyJlh0sj2d2oC4IYkCP,316235,4
4,0.636,0.846,4,-6.658,0,0.055,0.00725,0.454,0.071,0.212,95.024,audio_features,4dy1xDGCMsOrGWQzaM9CHb,spotify:track:4dy1xDGCMsOrGWQzaM9CHb,https://api.spotify.com/v1/tracks/4dy1xDGCMsOrGWQzaM9CHb,https://api.spotify.com/v1/audio-analysis/4dy1xDGCMsOrGWQzaM9CHb,341507,4
5,0.715,0.636,5,-7.737,0,0.0392,0.214,0.958,0.0883,0.337,120.014,audio_features,6VSEBuPYtqlrIm63G4hrKl,spotify:track:6VSEBuPYtqlrIm63G4hrKl,https://api.spotify.com/v1/tracks/6VSEBuPYtqlrIm63G4hrKl,https://api.spotify.com/v1/audio-analysis/6VSEBuPYtqlrIm63G4hrKl,237772,4
6,0.836,0.866,11,-7.065,0,0.124,0.0138,0.429,0.592,0.324,121.042,audio_features,5HVt7dT8UY2BOlPZmOjpAO,spotify:track:5HVt7dT8UY2BOlPZmOjpAO,https://api.spotify.com/v1/tracks/5HVt7dT8UY2BOlPZmOjpAO,https://api.spotify.com/v1/audio-analysis/5HVt7dT8UY2BOlPZmOjpAO,206281,4
7,0.663,0.821,1,-7.905,1,0.0353,0.00317,0.779,0.115,0.245,125.999,audio_features,4oMuDuyC13MTsqGj3eHijt,spotify:track:4oMuDuyC13MTsqGj3eHijt,https://api.spotify.com/v1/tracks/4oMuDuyC13MTsqGj3eHijt,https://api.spotify.com/v1/audio-analysis/4oMuDuyC13MTsqGj3eHijt,251860,4
8,0.653,0.383,2,-11.579,1,0.0618,0.0473,0.209,0.0924,0.0825,90.027,audio_features,6mg4sq9bA16BfutXlV94nm,spotify:track:6mg4sq9bA16BfutXlV94nm,https://api.spotify.com/v1/tracks/6mg4sq9bA16BfutXlV94nm,https://api.spotify.com/v1/audio-analysis/6mg4sq9bA16BfutXlV94nm,269333,4
9,0.753,0.771,11,-7.322,0,0.0523,0.0805,0.454,0.0914,0.0613,95.012,audio_features,0j3LJsM50AhHgF4ELLTPgu,spotify:track:0j3LJsM50AhHgF4ELLTPgu,https://api.spotify.com/v1/tracks/0j3LJsM50AhHgF4ELLTPgu,https://api.spotify.com/v1/audio-analysis/0j3LJsM50AhHgF4ELLTPgu,250105,4
10,0.645,0.44,11,-9.838,0,0.0357,0.0239,0.851,0.0854,0.174,80.017,audio_features,0CtCNjPPrfXS6Nfht3QWlH,spotify:track:0CtCNjPPrfXS6Nfht3QWlH,https://api.spotify.com/v1/tracks/0CtCNjPPrfXS6Nfht3QWlH,https://api.spotify.com/v1/audio-analysis/0CtCNjPPrfXS6Nfht3QWlH,245608,4
11,0.504,0.701,5,-8.195,0,0.0415,0.0348,0.832,0.11,0.0387,119.97,audio_features,5mlObTj9XZoMvKmfHoVQDx,spotify:track:5mlObTj9XZoMvKmfHoVQDx,https://api.spotify.com/v1/tracks/5mlObTj9XZoMvKmfHoVQDx,https://api.spotify.com/v1/audio-analysis/5mlObTj9XZoMvKmfHoVQDx,352089,4
12,0.545,0.568,4,-8.011,0,0.0365,0.203,0.0,0.144,0.143,86.983,audio_features,4Semps05CKRAjv7ELeLBxk,spotify:track:4Semps05CKRAjv7ELeLBxk,https://api.spotify.com/v1/tracks/4Semps05CKRAjv7ELeLBxk,https://api.spotify.com/v1/audio-analysis/4Semps05CKRAjv7ELeLBxk,234353,4
13,0.313,0.496,2,-9.227,1,0.0361,0.00215,0.0114,0.511,0.177,147.965,audio_features,2j77LcMIu7Nm5IdpLjErfW,spotify:track:2j77LcMIu7Nm5IdpLjErfW,https://api.spotify.com/v1/tracks/2j77LcMIu7Nm5IdpLjErfW,https://api.spotify.com/v1/audio-analysis/2j77LcMIu7Nm5IdpLjErfW,282353,4
14,0.615,0.571,6,-7.712,0,0.0297,0.437,0.0686,0.0405,0.142,129.991,audio_features,0c5yAOvdgqCG1LJkOtToQT,spotify:track:0c5yAOvdgqCG1LJkOtToQT,https://api.spotify.com/v1/tracks/0c5yAOvdgqCG1LJkOtToQT,https://api.spotify.com/v1/audio-analysis/0c5yAOvdgqCG1LJkOtToQT,265921,4
15,0.487,0.486,7,-8.676,0,0.0292,0.0221,0.798,0.1,0.0693,85.03,audio_features,20zkBv6jHmTCn4gtgJDk60,spotify:track:20zkBv6jHmTCn4gtgJDk60,https://api.spotify.com/v1/tracks/20zkBv6jHmTCn4gtgJDk60,https://api.spotify.com/v1/audio-analysis/20zkBv6jHmTCn4gtgJDk60,256493,4
16,0.488,0.723,5,-6.773,1,0.0402,0.0104,0.7,0.113,0.137,95.013,audio_features,2i3XlS4lNFyYUbcOiZb2K9,spotify:track:2i3XlS4lNFyYUbcOiZb2K9,https://api.spotify.com/v1/tracks/2i3XlS4lNFyYUbcOiZb2K9,https://api.spotify.com/v1/audio-analysis/2i3XlS4lNFyYUbcOiZb2K9,246199,4
17,0.669,0.663,2,-7.835,1,0.0577,0.205,4.96e-06,0.247,0.0976,90.942,audio_features,6Bm2dwm2BitBAJT5BDWJsO,spotify:track:6Bm2dwm2BitBAJT5BDWJsO,https://api.spotify.com/v1/tracks/6Bm2dwm2BitBAJT5BDWJsO,https://api.spotify.com/v1/audio-analysis/6Bm2dwm2BitBAJT5BDWJsO,208013,4
18,0.672,0.615,5,-8.357,0,0.0353,0.00432,0.941,0.316,0.157,115.04,audio_features,3NmH9uaRPzuNuQl0469jI1,spotify:track:3NmH9uaRPzuNuQl0469jI1,https://api.spotify.com/v1/tracks/3NmH9uaRPzuNuQl0469jI1,https://api.spotify.com/v1/audio-analysis/3NmH9uaRPzuNuQl0469jI1,199316,4
19,0.368,0.475,3,-10.75,1,0.0429,0.103,0.0376,0.174,0.0576,177.849,audio_features,2F4H4kvkpblYr1tNNlK2i0,spotify:track:2F4H4kvkpblYr1tNNlK2i0,https://api.spotify.com/v1/tracks/2F4H4kvkpblYr1tNNlK2i0,https://api.spotify.com/v1/audio-analysis/2F4H4kvkpblYr1tNNlK2i0,257876,4
